"cluster_set","featset","focgene","subtype","splitrule","min.node.size","mtry","Accuracy","Kappa","AccuracySD","KappaSD"
"70_7","nuc_5mer","NS1","H5N6","gini",45,32,0.927178796801714,0.572688741626673,0.0124837705693328,0.0712013305441383
"70_7","nuc_5mer","NS1","H7N3","gini",5,32,0.944115805014826,0.609935746116237,0.00907387006556183,0.0799546710257195
"70_7","nuc_5mer","NS1","H7N3","gini",25,32,0.935135730325926,0.587984873954095,0.00519213050462558,0.0492832724713528
"70_7","nuc_5mer","NS1","H7N3","gini",45,32,0.936129514522152,0.605245593662037,0.00413911358716467,0.0415533360924181
"70_7","nuc_5mer","NS1","H7N4","gini",5,32,0.945495507078367,0.635397963044828,0.00735984240197986,0.0727227209586638
"70_7","nuc_5mer","NS1","H7N4","gini",25,32,0.937376386360508,0.619102411896107,0.00903370100105265,0.0473689695430842
"70_7","nuc_5mer","NS1","H7N4","gini",45,32,0.93451014068557,0.610829139542764,0.0128284928432682,0.0590066718932282
"70_7","nuc_5mer","NS1","H7N7","gini",5,32,0.944594494292067,0.639920729312047,0.012837294079422,0.0716763459335547
"70_7","nuc_5mer","NS1","H7N7","gini",25,32,0.932756210141429,0.602259048554477,0.0178886742989909,0.062309418460863
"70_7","nuc_5mer","NS1","H7N7","gini",45,32,0.931810588986503,0.60793027298561,0.0175554240316759,0.0638698750637212
"70_7","nuc_5mer","NS1","H7N9","gini",5,32,0.975636839362589,0.361835183269059,0.00392124771977084,0.163294973637956
"70_7","nuc_5mer","NS1","H7N9","gini",25,32,0.974601901826869,0.372488079076054,0.0056015526749609,0.157649714591554
"70_7","nuc_5mer","NS1","H7N9","gini",45,32,0.974086458720752,0.375400233040874,0.006050785329962,0.180839854088809
"70_7","nuc_5mer","NS1","H8N4","gini",5,32,0.949548164240941,0.646548480538956,0.00682775070592156,0.05369663728887
"70_7","nuc_5mer","NS1","H8N4","gini",25,32,0.9377512299179,0.60485933283662,0.0127354053889669,0.0741384363389443
"70_7","nuc_5mer","NS1","H8N4","gini",45,32,0.938222928031108,0.613822353721583,0.0131426042911322,0.082101339111198
"70_7","nuc_5mer","NS1","H9N2","gini",5,32,0.964496111338518,0.769782837626396,0.00742675072561949,0.0467185802464412
"70_7","nuc_5mer","NS1","H9N2","gini",25,32,0.960486287351617,0.750165690134667,0.00865441346073365,0.0482961185950098
"70_7","nuc_5mer","NS1","H9N2","gini",45,32,0.961630781825624,0.758484177260523,0.00981808800930614,0.0499057231209096
"70_7","nuc_6mer","NS1","H10N8","gini",5,62,0.944892226394104,0.63462612927702,0.00454388870426478,0.0125664555332223
"70_7","nuc_6mer","NS1","H10N8","gini",25,62,0.929826727854262,0.581642097142466,0.00759497428484051,0.0411640854434373
"70_7","nuc_6mer","NS1","H10N8","gini",45,62,0.929358364622445,0.58641827219495,0.00945933559961815,0.045561955125863
"70_7","nuc_6mer","NS1","H16N3","gini",5,62,0.94940885661261,0.657732234030754,0.00701373393685679,0.0536813879839774
"70_7","nuc_6mer","NS1","H16N3","gini",25,62,0.938540837589308,0.616066927359164,0.00758338500501534,0.063613521867417
"70_7","nuc_6mer","NS1","H16N3","gini",45,62,0.933812689346735,0.598400893661677,0.00923564525463902,0.0700710944174717
"70_7","nuc_6mer","NS1","H3N8","gini",5,62,0.937965295270081,0.608563659047636,0.00854326510353873,0.0416214489236813
"70_7","nuc_6mer","NS1","H3N8","gini",25,62,0.922843039971503,0.563560449002088,0.00341277758134754,0.0167762472767045
"70_7","nuc_6mer","NS1","H3N8","gini",45,62,0.917802712261151,0.547961090199517,0.00218647072870597,0.0113973606589267
"70_7","nuc_6mer","NS1","H4N6","gini",5,62,0.936053061276154,0.600953844601569,0.00951902983704937,0.0507323991817158
"70_7","nuc_6mer","NS1","H4N6","gini",25,62,0.923461134387302,0.571772187195207,0.0147705480341997,0.0459880926267507
"70_7","nuc_6mer","NS1","H4N6","gini",45,62,0.920944774249079,0.570664168396256,0.0139915080965439,0.0490013193944859
"70_7","nuc_6mer","NS1","H4N8","gini",5,62,0.94369152857607,0.641229098781392,0.0146781644095134,0.0879829826308573
"70_7","nuc_6mer","NS1","H4N8","gini",25,62,0.931389421083885,0.602637547642641,0.0177375695593613,0.0943697009993213
"70_7","nuc_6mer","NS1","H4N8","gini",45,62,0.928074126359898,0.597255602069784,0.0168241640511968,0.0863263861453663
"70_7","nuc_6mer","NS1","H5N1","gini",5,62,0.954887218045113,0.672154242450653,0.0150375939849624,0.0935174069300241
"70_7","nuc_6mer","NS1","H5N1","gini",25,62,0.9468671679198,0.647244549430751,0.0169428007831133,0.0781654727534501
"70_7","nuc_6mer","NS1","H5N1","gini",45,62,0.940852130325814,0.623160245605207,0.0152037602888252,0.0683258242767016
"70_7","nuc_6mer","NS1","H5N6","gini",5,62,0.936160033942097,0.600595838289948,0.0126632080123234,0.080735520730626
"70_7","nuc_6mer","NS1","H5N6","gini",25,62,0.927178796801714,0.577046654322689,0.0116740608288855,0.0671041731549206
"70_7","nuc_6mer","NS1","H5N6","gini",45,62,0.923397395447201,0.565148410079912,0.00974254240283373,0.0564530196391597
"70_7","nuc_6mer","NS1","H7N3","gini",5,62,0.940120792545998,0.602065383051514,0.00583856392084356,0.055569316265863
"70_7","nuc_6mer","NS1","H7N3","gini",25,62,0.931139477177703,0.58575712914367,0.00373968990069579,0.0353244072677194
"70_7","nuc_6mer","NS1","H7N3","gini",45,62,0.925139489584496,0.56940309344756,0.00649966628831201,0.0432255440134584
"70_7","nuc_6mer","NS1","H7N4","gini",5,62,0.941673471011819,0.623538884045637,0.00811544888969294,0.0637728117582432
"70_7","nuc_6mer","NS1","H7N4","gini",25,62,0.935943268999924,0.623350548782711,0.0115301880097891,0.0529497926928495
"70_7","nuc_6mer","NS1","H7N4","gini",45,62,0.930213066988028,0.609001311783311,0.0159653443096663,0.0560297897365769
"70_7","nuc_6mer","NS1","H7N7","gini",5,62,0.938911761497441,0.61472807917727,0.0143425663316925,0.0765808539536951
"70_7","nuc_6mer","NS1","H7N7","gini",25,62,0.931331042639391,0.608822961397335,0.0157780636252283,0.0520470988398927
"70_7","nuc_6mer","NS1","H7N7","gini",45,62,0.928485178632159,0.603611093526793,0.0166824109414868,0.0548835208195377
"70_7","nuc_6mer","NS1","H7N9","gini",5,62,0.975122721195742,0.382348573363499,0.00593893780768001,0.208497164822053
"70_7","nuc_6mer","NS1","H7N9","gini",25,62,0.973051521185031,0.387290960706378,0.00696653164699831,0.209742276465098
"70_7","nuc_6mer","NS1","H7N9","gini",45,62,0.968384257426311,0.332254588964222,0.00557002088627521,0.192545143733782
"70_7","nuc_6mer","NS1","H8N4","gini",5,62,0.948602543011049,0.650517764824186,0.00776487586316504,0.0525010863536762
"70_7","nuc_6mer","NS1","H8N4","gini",25,62,0.938695746517529,0.617282838989912,0.0135064655884176,0.0735903791795985
"70_7","nuc_6mer","NS1","H8N4","gini",45,62,0.935863322339507,0.614618592398611,0.0157522994429299,0.0882555255133866
"70_7","nuc_6mer","NS1","H9N2","gini",5,62,0.965070814572247,0.773931881056317,0.00863596264507688,0.0560921704966189
"70_7","nuc_6mer","NS1","H9N2","gini",25,62,0.961060990585346,0.756668536053105,0.0107925921967405,0.061832793379117
"70_7","nuc_6mer","NS1","H9N2","gini",45,62,0.958768726975031,0.746989011923659,0.0128805908011833,0.0648922929530336
"70_7","prot_2mer","NS1","H10N8","gini",5,19,0.927000973439021,0.557080912250237,0.00975710372327737,0.053528237605388
"70_7","prot_2mer","NS1","H10N8","gini",25,19,0.922756779307468,0.544887241161681,0.00600135734689374,0.0389482771849475
"70_7","prot_2mer","NS1","H10N8","gini",45,19,0.923697955778056,0.552759657760354,0.00533127414621931,0.0305578698542106
"70_7","prot_2mer","NS1","H16N3","gini",5,19,0.935224454164534,0.605803156379441,0.0116540098189216,0.0692559604561948
"70_7","prot_2mer","NS1","H16N3","gini",25,19,0.932863728062415,0.596704184899619,0.0119864599176787,0.0663055838444187
"70_7","prot_2mer","NS1","H16N3","gini",45,19,0.928608393058613,0.583560379009126,0.0119598025993312,0.0685346458305173
"70_7","prot_2mer","NS1","H3N8","gini",5,19,0.92031905961377,0.561006584788527,0.00773151161931448,0.0542638695265577
"70_7","prot_2mer","NS1","H3N8","gini",25,19,0.918806452433657,0.559698598273493,0.008284745687152,0.0594216700037466
"70_7","prot_2mer","NS1","H3N8","gini",45,19,0.917293845253543,0.558039268287594,0.00847028418038622,0.0638458154109447
"70_7","prot_2mer","NS1","H4N6","gini",5,19,0.923458602837867,0.575439955348261,0.00833314400023843,0.0344450508128294
"70_7","prot_2mer","NS1","H4N6","gini",25,19,0.918422085237269,0.566430267357606,0.0106820272549718,0.0430062330549101
"70_7","prot_2mer","NS1","H4N6","gini",45,19,0.915398149437363,0.558979442590364,0.0126068188011468,0.0456792333355718
"70_7","prot_2mer","NS1","H4N8","gini",5,19,0.926650084590994,0.568770472858209,0.0183735700393048,0.0745282065234764
"70_7","prot_2mer","NS1","H4N8","gini",25,19,0.920970723673154,0.553817243490875,0.0182724985952593,0.0762128090975529
"70_7","prot_2mer","NS1","H4N8","gini",45,19,0.921448018553998,0.562566685010289,0.0197125476836721,0.0910040670126072
"70_7","prot_2mer","NS1","H5N1","gini",5,18,0.945363408521303,0.64365498992572,0.0114028202166188,0.0588143962665677
"70_7","prot_2mer","NS1","H5N1","gini",25,18,0.943859649122807,0.63633330306474,0.00947752902315239,0.0486072115628999
"70_7","prot_2mer","NS1","H5N1","gini",45,18,0.942857142857143,0.632320066391184,0.0108379690779146,0.0549831968251781
"70_7","prot_2mer","NS1","H5N6","gini",5,19,0.921977830035416,0.566993186228393,0.0102323231293424,0.0540612393259679
"70_7","prot_2mer","NS1","H5N6","gini",25,19,0.917720254210577,0.558914059698151,0.0101866979916073,0.0628388983085626
"70_7","prot_2mer","NS1","H5N6","gini",45,19,0.917250802203361,0.564027520658254,0.0108907788369939,0.0474860151084742
"70_7","prot_2mer","NS1","H7N3","gini",5,19,0.926141964739892,0.574274974226138,0.00933280486120984,0.0494532996172984
"70_7","prot_2mer","NS1","H7N3","gini",25,19,0.920154427364425,0.552942987969045,0.00939774623668939,0.0470532117806888
"70_7","prot_2mer","NS1","H7N3","gini",45,19,0.922650686716046,0.5662769105072,0.0098634874112775,0.0461588475199878
"70_7","prot_2mer","NS1","H7N4","gini",5,19,0.923039437379308,0.56581605171117,0.0139885671532533,0.0581031444453306
"70_7","prot_2mer","NS1","H7N4","gini",25,19,0.921602877796426,0.567653162875808,0.0121473307735081,0.0526291674567896
"70_7","prot_2mer","NS1","H7N4","gini",45,19,0.921599441051012,0.567071585040434,0.0105358996208517,0.0511995564714496
"70_7","prot_2mer","NS1","H7N7","gini",5,19,0.930386520604522,0.590667282907721,0.0167571339955713,0.0839342459246301
"70_7","prot_2mer","NS1","H7N7","gini",25,19,0.928008988193987,0.589864616619673,0.0118073687665485,0.058532569915475
"70_7","prot_2mer","NS1","H7N7","gini",45,19,0.927537306010965,0.600900799825203,0.0113092408992484,0.0520356138809953
"70_7","prot_2mer","NS1","H7N9","gini",5,18,0.965268734024006,0.321013682833695,0.0039108942596174,0.0675402740117826
"70_7","prot_2mer","NS1","H7N9","gini",25,18,0.963198872862688,0.307391625626872,0.00493645348491471,0.0593094927644178
"70_7","prot_2mer","NS1","H7N9","gini",45,18,0.960088718768078,0.306499889423454,0.00696607894380249,0.0481832214649562
"70_7","prot_2mer","NS1","H8N4","gini",5,19,0.928787819155496,0.580527152264526,0.0144036937783204,0.0823207684967872
"70_7","prot_2mer","NS1","H8N4","gini",25,19,0.92408084266759,0.566772347842189,0.0131421793591035,0.0674438231673003
"70_7","prot_2mer","NS1","H8N4","gini",45,19,0.923610259679946,0.570529657226696,0.0149377348836264,0.0651350733082698
"70_7","prot_2mer","NS1","H9N2","gini",5,18,0.951887024150634,0.706242983238406,0.0117229937510472,0.0428259663963761
"70_7","prot_2mer","NS1","H9N2","gini",25,18,0.951312320916905,0.710923727921005,0.0123443237381523,0.0416330822252812
"70_7","prot_2mer","NS1","H9N2","gini",45,18,0.945581661891117,0.692541970388326,0.0219343397844444,0.068536938327956
"70_7","prot_ctdc","NS1","H10N8","gini",5,6,0.937360589625921,0.591319923578686,0.0062725283404616,0.0368528567013298
"70_7","prot_ctdc","NS1","H10N8","gini",25,6,0.934537060214157,0.588108872366529,0.0068362446544319,0.0384419885341998
"70_7","prot_ctdc","NS1","H10N8","gini",45,6,0.930770129328327,0.577506288472951,0.00780247227058735,0.0438432156649841
"70_7","prot_ctdc","NS1","H16N3","gini",5,6,0.937593002000461,0.598849548127724,0.00951764869655118,0.0621810956202009
"70_7","prot_ctdc","NS1","H16N3","gini",25,6,0.93948984115327,0.613598978810136,0.0113558262203859,0.0667922678371932
"70_7","prot_ctdc","NS1","H16N3","gini",45,6,0.934757221838534,0.595747260260781,0.00950099481504417,0.0544410408596287
"70_7","prot_ctdc","NS1","H3N8","gini",5,6,0.931912322214589,0.594151075102791,0.00968285008412205,0.0620306788511303
"70_7","prot_ctdc","NS1","H3N8","gini",25,6,0.931408543877058,0.599819538925759,0.010373930966367,0.0692624350980473
"70_7","prot_ctdc","NS1","H3N8","gini",45,6,0.927371956339211,0.585090369717951,0.0114220551323457,0.0685447104020741
"70_7","prot_ctdc","NS1","H4N6","gini",5,6,0.93352784071491,0.607849125692307,0.00852078888097388,0.033325910409413
"70_7","prot_ctdc","NS1","H4N6","gini",25,6,0.92849258888903,0.592752296262403,0.00906685483236682,0.0370865193943244
"70_7","prot_ctdc","NS1","H4N6","gini",45,6,0.924968672075744,0.581316951757809,0.00885258486155203,0.0385185203943099
"70_7","prot_ctdc","NS1","H4N8","gini",5,6,0.933267229112747,0.591518910612373,0.0157419803014296,0.0716808016733071
"70_7","prot_ctdc","NS1","H4N8","gini",25,6,0.928060681433677,0.575207989011988,0.0154133600838152,0.060872872214375
"70_7","prot_ctdc","NS1","H4N8","gini",45,6,0.9290051875007,0.581597733335285,0.0174996081018063,0.0719142566623253
"70_7","prot_ctdc","NS1","H5N1","gini",5,6,0.948872180451128,0.652946801020446,0.0108669089667563,0.0527933885632057
"70_7","prot_ctdc","NS1","H5N1","gini",25,6,0.950375939849624,0.661535213960076,0.00960916767552923,0.0469406481600284
"70_7","prot_ctdc","NS1","H5N1","gini",45,6,0.950877192982456,0.667728540979712,0.00823642943616789,0.0335147712448777
"70_7","prot_ctdc","NS1","H5N6","gini",5,6,0.932862612936852,0.600453880626787,0.00892143335439274,0.0437760295849317
"70_7","prot_ctdc","NS1","H5N6","gini",25,6,0.924825876578537,0.575176154371634,0.00606665768517622,0.0335499623514483
"70_7","prot_ctdc","NS1","H5N6","gini",45,6,0.928126642960471,0.591162882964097,0.008993201791062,0.0506404083833783
"70_7","prot_ctdc","NS1","H7N3","gini",5,6,0.929634495849927,0.57226983783924,0.00700984323154477,0.036798121668785
"70_7","prot_ctdc","NS1","H7N3","gini",25,6,0.922640730263892,0.552168247216755,0.0124666292689176,0.0526158484549058
"70_7","prot_ctdc","NS1","H7N3","gini",45,6,0.92563574273272,0.570553926989937,0.0152066046312499,0.0648459195619605
"70_7","prot_ctdc","NS1","H7N4","gini",5,6,0.931163142250015,0.576204624738307,0.0138942148263393,0.0663831018348076
"70_7","prot_ctdc","NS1","H7N4","gini",25,6,0.926388730629729,0.560749056804303,0.0116265183927626,0.0591034011303036
"70_7","prot_ctdc","NS1","H7N4","gini",45,6,0.927826437620045,0.574060887904355,0.0148502682928036,0.0662181138383133
"70_7","prot_ctdc","NS1","H7N7","gini",5,6,0.935109050939637,0.598165097185964,0.00630736493555005,0.0212504886644167
"70_7","prot_ctdc","NS1","H7N7","gini",25,6,0.934164544872614,0.60315084758518,0.0109578068937516,0.0466423046684136
"70_7","prot_ctdc","NS1","H7N7","gini",45,6,0.932742743924747,0.601219434568709,0.00962904801063536,0.0350761394237967
"70_7","prot_ctdc","NS1","H7N9","gini",5,6,0.956974506394919,0.222668533180165,0.00996530735037376,0.0929339387671849
"70_7","prot_ctdc","NS1","H7N9","gini",25,6,0.958522216293032,0.239378137869869,0.0107144760330826,0.102452902100374
"70_7","prot_ctdc","NS1","H7N9","gini",45,6,0.960597432851921,0.283324492423557,0.00723194009434603,0.0954926664394962
"70_7","prot_ctdc","NS1","H8N4","gini",5,6,0.936803388932182,0.603735392593015,0.0154034848537829,0.0830880891929837
"70_7","prot_ctdc","NS1","H8N4","gini",25,6,0.932568105309834,0.591873758203923,0.0122675511772714,0.0622935735753087
"70_7","prot_ctdc","NS1","H8N4","gini",45,6,0.929735675884163,0.582310237818792,0.0120493129620142,0.0643612701809194
"70_7","prot_ctdc","NS1","H9N2","gini",5,6,0.962775276299632,0.751198029381593,0.00532790298579446,0.0467049277365287
"70_7","prot_ctdc","NS1","H9N2","gini",25,6,0.958190749079001,0.738616685677739,0.0100457471666235,0.0385357416192334
"70_7","prot_ctdc","NS1","H9N2","gini",45,6,0.954753990994679,0.722632677621151,0.0120534187471914,0.0462975006374916
"70_7","prot_ctdd","NS1","H10N8","gini",5,14,0.937360589625921,0.590196283325459,0.00604784636808249,0.0236233888526624
"70_7","prot_ctdd","NS1","H10N8","gini",25,14,0.931704630788486,0.568732443902449,0.00463212780415604,0.0201684605703534
"70_7","prot_ctdd","NS1","H10N8","gini",45,14,0.931231817549715,0.573552639565197,0.00558002997691187,0.0188153568173322
"70_7","prot_ctdd","NS1","H16N3","gini",5,14,0.938064705398624,0.602666075618926,0.0119709476994614,0.0810419501660402
"70_7","prot_ctdd","NS1","H16N3","gini",25,14,0.938065815239232,0.608141657089897,0.0147839176413015,0.0875987094832632
"70_7","prot_ctdd","NS1","H16N3","gini",45,14,0.938063574418195,0.609988110954315,0.0145057730707103,0.0854731558724051
"70_7","prot_ctdd","NS1","H3N8","gini",5,14,0.929899753199501,0.583479257837987,0.006584864303169,0.0516597126243091
"70_7","prot_ctdd","NS1","H3N8","gini",25,14,0.929902297534539,0.591706448705615,0.00745207402595647,0.0592971899903212
"70_7","prot_ctdd","NS1","H3N8","gini",45,14,0.928389690354426,0.589498082520564,0.00525240362983176,0.0512348989814609
"70_7","prot_ctdd","NS1","H4N6","gini",5,14,0.934031619052441,0.607365211976358,0.00848150245840114,0.0392720756773814
"70_7","prot_ctdd","NS1","H4N6","gini",25,14,0.93201903725175,0.60221551210829,0.00858504132133216,0.0306263586014814
"70_7","prot_ctdd","NS1","H4N6","gini",45,14,0.929500145564093,0.596030726576506,0.00718883932987584,0.0269070034030993
"70_7","prot_ctdd","NS1","H4N8","gini",5,14,0.933750126046183,0.588933931013266,0.0160134102555184,0.0774767528160748
"70_7","prot_ctdd","NS1","H4N8","gini",25,14,0.929494806897247,0.577447951285605,0.0159422928802339,0.0822729251060246
"70_7","prot_ctdd","NS1","H4N8","gini",45,14,0.930440433374789,0.583441965212195,0.0159639600164727,0.0804237753666847
"70_7","prot_ctdd","NS1","H5N1","gini",5,14,0.947869674185464,0.645360250212516,0.0108379690779146,0.0593043533740587
"70_7","prot_ctdd","NS1","H5N1","gini",25,14,0.950375939849624,0.661115937658516,0.00927656918462244,0.0490404986264304
"70_7","prot_ctdd","NS1","H5N1","gini",45,14,0.951378446115288,0.66563034501714,0.00842493048319381,0.0460926640346988
"70_7","prot_ctdd","NS1","H5N6","gini",5,14,0.929080101741731,0.579761327165216,0.00833829253337892,0.0342565548842158
"70_7","prot_ctdd","NS1","H5N6","gini",25,14,0.924348602837514,0.567094318398077,0.00690721123964472,0.0402073033984014
"70_7","prot_ctdd","NS1","H5N6","gini",45,14,0.923874679758135,0.573572382659693,0.00982235581347397,0.0516868959805744
"70_7","prot_ctdd","NS1","H7N3","gini",5,14,0.932630761404945,0.585920980445467,0.0085037327937633,0.0513207237248487
"70_7","prot_ctdd","NS1","H7N3","gini",25,14,0.928634502053324,0.572702469538823,0.0095166437297185,0.0535108032557977
"70_7","prot_ctdd","NS1","H7N3","gini",45,14,0.930636983412117,0.582790041888856,0.0121715471851701,0.0699938299554292
"70_7","prot_ctdd","NS1","H7N4","gini",5,14,0.930205057043539,0.577572007290934,0.0132799413262234,0.0651203559760092
"70_7","prot_ctdd","NS1","H7N4","gini",25,14,0.925427214154725,0.55945695891757,0.0132689895653894,0.0608277346138962
"70_7","prot_ctdd","NS1","H7N4","gini",45,14,0.927335374623187,0.568447252074418,0.0126532497817879,0.0604334542594738
"70_7","prot_ctdd","NS1","H7N7","gini",5,14,0.937003670448891,0.607709928289755,0.00674422163427454,0.0313546047322812
"70_7","prot_ctdd","NS1","H7N7","gini",25,14,0.936536464585327,0.620368998751647,0.0119121871251472,0.0580498478805334
"70_7","prot_ctdd","NS1","H7N7","gini",45,14,0.936062530936038,0.619901993602617,0.0112601263343593,0.0566923323912648
"70_7","prot_ctdd","NS1","H7N9","gini",5,14,0.955942274378231,0.190845238339673,0.0171777662387987,0.0828117814869533
"70_7","prot_ctdd","NS1","H7N9","gini",25,14,0.951270980161208,0.188607918494869,0.0143576104093786,0.0923941671569039
"70_7","prot_ctdd","NS1","H7N9","gini",45,14,0.959555794114175,0.223240496489443,0.0111380434333441,0.102704039387023
"70_7","prot_ctdd","NS1","H8N4","gini",5,14,0.93398431477502,0.592527572390397,0.0146733962813945,0.0701612316959924
"70_7","prot_ctdd","NS1","H8N4","gini",25,14,0.930215169381013,0.580491944510665,0.0128033868762062,0.0624918266424502
"70_7","prot_ctdd","NS1","H8N4","gini",45,14,0.931628043964809,0.590263221794263,0.0136924323086891,0.0645804026592166
"70_7","prot_ctdd","NS1","H9N2","gini",5,14,0.957047891936144,0.720812852208254,0.00569609952293249,0.026504209062561
"70_7","prot_ctdd","NS1","H9N2","gini",25,14,0.952463364715514,0.703192076038811,0.00718664259007478,0.0264533026307413
"70_7","prot_ctdd","NS1","H9N2","gini",45,14,0.950744167007777,0.697725849246036,0.00915351879573572,0.0312222310428048
"70_7","prot_ctdt","NS1","H10N8","gini",5,6,0.938306216103463,0.597019151213587,0.00894235772489109,0.0313662932302014
"70_7","prot_ctdt","NS1","H10N8","gini",25,6,0.933591433736615,0.582664735097744,0.00552498902419864,0.0197788782784038
"70_7","prot_ctdt","NS1","H10N8","gini",45,6,0.92368905576415,0.545160404606115,0.00741597405454905,0.0169497581022495
"70_7","prot_ctdt","NS1","H16N3","gini",5,6,0.941368806587337,0.619305013116389,0.00995897959945534,0.0662867336989088
"70_7","prot_ctdt","NS1","H16N3","gini",25,6,0.93995036158607,0.618313742314288,0.012249850465936,0.0694740013904533
"70_7","prot_ctdt","NS1","H16N3","gini",45,6,0.938060218471595,0.613551268416787,0.0105003925189475,0.0599746139054624
"70_7","prot_ctdt","NS1","H3N8","gini",5,6,0.928890924356919,0.583577938282316,0.00748839233527125,0.0609425074681398
"70_7","prot_ctdt","NS1","H3N8","gini",25,6,0.923344273973997,0.567381960582856,0.0085173484675483,0.0640229742947744
"70_7","prot_ctdt","NS1","H3N8","gini",45,6,0.921832938961402,0.561941652058756,0.00799933357056151,0.0624340742246395
"70_7","prot_ctdt","NS1","H4N6","gini",5,6,0.933531638039062,0.601954368541048,0.00706776458412655,0.0272796563147016
"70_7","prot_ctdt","NS1","H4N6","gini",25,6,0.929001430325431,0.583420287579383,0.00280675518529239,0.0184902504721383
"70_7","prot_ctdt","NS1","H4N6","gini",45,6,0.924969937850461,0.576919771525349,0.00633488695751308,0.0307365516503975
"70_7","prot_ctdt","NS1","H4N8","gini",5,6,0.930428108859086,0.569941631738161,0.0157669757763643,0.0656734297450421
"70_7","prot_ctdt","NS1","H4N8","gini",25,6,0.928067403896788,0.567834544640757,0.0149249261281156,0.0741616132801735
"70_7","prot_ctdt","NS1","H4N8","gini",45,6,0.924280416344549,0.550205501983795,0.0152375776955255,0.0628987943852401
"70_7","prot_ctdt","NS1","H5N1","gini",5,6,0.946365914786967,0.637549886182923,0.0130950881981084,0.0705098237008995
"70_7","prot_ctdt","NS1","H5N1","gini",25,6,0.949874686716792,0.661175429551157,0.0112083607894726,0.0607717066627819
"70_7","prot_ctdt","NS1","H5N1","gini",45,6,0.950375939849624,0.662538657310382,0.00857274755713637,0.0461404325465434
"70_7","prot_ctdt","NS1","H5N6","gini",5,6,0.929552909695546,0.576997214394543,0.00714541112278546,0.0294013690444265
"70_7","prot_ctdt","NS1","H5N6","gini",25,6,0.92340408620058,0.562538015249586,0.00954532235330858,0.0407310230067253
"70_7","prot_ctdt","NS1","H5N6","gini",45,6,0.921515079351489,0.559787292579359,0.0157061248812566,0.0516328642509575
"70_7","prot_ctdt","NS1","H7N3","gini",5,6,0.935123286311584,0.58941970680102,0.00734887846547853,0.0471201016163664
"70_7","prot_ctdt","NS1","H7N3","gini",25,6,0.93112578007717,0.585271461429103,0.0106264550220146,0.0545701890588211
"70_7","prot_ctdt","NS1","H7N3","gini",45,6,0.926630755201548,0.574022360169297,0.0147228143604977,0.0640174544997632
"70_7","prot_ctdt","NS1","H7N4","gini",5,6,0.932120074572172,0.582801260348162,0.00936416171979542,0.0471219311665064
"70_7","prot_ctdt","NS1","H7N4","gini",25,6,0.925427203200955,0.56142530162895,0.0114022094752538,0.0571862029305329
"70_7","prot_ctdt","NS1","H7N4","gini",45,6,0.923992938432938,0.561027037853472,0.012482991703807,0.0544883088420214
"70_7","prot_ctdt","NS1","H7N7","gini",5,6,0.935584104999445,0.591805482321659,0.0072803807392414,0.0377893823516591
"70_7","prot_ctdt","NS1","H7N7","gini",25,6,0.936065886844978,0.60614957809939,0.0130756327472354,0.0703049805958988
"70_7","prot_ctdt","NS1","H7N7","gini",45,6,0.935587466231,0.616496188592891,0.00942434953813561,0.0528934072970614
"70_7","prot_ctdt","NS1","H7N9","gini",5,6,0.959048398014539,0.232290877894425,0.00958165664145283,0.0934492152076032
"70_7","prot_ctdt","NS1","H7N9","gini",25,6,0.957998705315249,0.261560387236924,0.0131778010718234,0.118158367655708
"70_7","prot_ctdt","NS1","H7N9","gini",45,6,0.968380240878132,0.353235620066734,0.00669569223166979,0.0916897514793379
"70_7","prot_ctdt","NS1","H8N4","gini",5,6,0.936806718565922,0.603244995116159,0.0143646611744127,0.08046050754974
"70_7","prot_ctdt","NS1","H8N4","gini",25,6,0.929732335755124,0.57747895196136,0.0155032486915959,0.0794555273628797
"70_7","prot_ctdt","NS1","H8N4","gini",45,6,0.92596430548668,0.565384986010018,0.014763603202367,0.0701140400624573
"70_7","prot_ctdt","NS1","H9N2","gini",5,6,0.960483012689316,0.736366885232525,0.00740267906368547,0.0429441614258451
"70_7","prot_ctdt","NS1","H9N2","gini",25,6,0.9541809250921,0.713221779242896,0.0119866764700558,0.0432636738923353
"70_7","prot_ctdt","NS1","H9N2","gini",45,6,0.951893573475235,0.707885070221938,0.0136339336924511,0.0584493846958601
"70_7","prot_ctriad","NS1","H10N8","gini",5,17,0.92041496314838,0.535327096777864,0.0169970809367382,0.0609222897371314
"70_7","prot_ctriad","NS1","H10N8","gini",25,17,0.914286191072174,0.524459957602754,0.0140882288067258,0.0395580046516996
"70_7","prot_ctriad","NS1","H10N8","gini",45,17,0.913817827840356,0.525471313831832,0.0145583602942915,0.0403755320441718
"70_7","prot_ctriad","NS1","H16N3","gini",5,17,0.938539743603566,0.618694805268221,0.0102713561251653,0.0696634876214262
"70_7","prot_ctriad","NS1","H16N3","gini",25,17,0.933336551871096,0.597891467413665,0.0091927212687665,0.0553321983139069
"70_7","prot_ctriad","NS1","H16N3","gini",45,17,0.934758342249053,0.609532899358456,0.00840114411007255,0.0483604928239546
"70_7","prot_ctriad","NS1","H3N8","gini",5,17,0.927374500674249,0.591385395188939,0.0100663240371795,0.0560305183382112
"70_7","prot_ctriad","NS1","H3N8","gini",25,17,0.917291300918505,0.559645623520367,0.00661625940137679,0.0425331424899711
