"cluster_set","featset","focgene","subtype","splitrule","min.node.size","mtry","Accuracy","Kappa","AccuracySD","KappaSD"
"70_7","nuc_6mer","HA","H7N7","gini",45,64,0.947431347111615,0.675661187243816,0.0132632286611181,0.0794052957393531
"70_7","nuc_6mer","HA","H7N9","gini",5,64,0.977712055921479,0.392696030791632,0.00468472924962404,0.153251364489351
"70_7","nuc_6mer","HA","H7N9","gini",25,64,0.978227505982657,0.42668068605757,0.00537474274870067,0.17837019314688
"70_7","nuc_6mer","HA","H7N9","gini",45,64,0.974604579525654,0.376960934025193,0.00493637155230937,0.129851802939296
"70_7","nuc_6mer","HA","H8N4","gini",5,64,0.954258491353185,0.691066820030894,0.0098530294295587,0.0703113565144516
"70_7","nuc_6mer","HA","H8N4","gini",25,64,0.950017637350672,0.673613769818307,0.00680430458880476,0.0525649030803861
"70_7","nuc_6mer","HA","H8N4","gini",45,64,0.94718521317265,0.661585932778529,0.00914146433565075,0.070674125576538
"70_7","nuc_6mer","HA","H9N2","gini",5,64,0.955905034793287,0.720744209932332,0.00959045738997013,0.0564575438705376
"70_7","nuc_6mer","HA","H9N2","gini",25,64,0.955903397462137,0.724506692515532,0.00916622083576084,0.0497477379282372
"70_7","nuc_6mer","HA","H9N2","gini",45,64,0.955330331559558,0.722052286874603,0.00981717870243442,0.0515401482547079
"70_7","prot_2mer","HA","H10N8","gini",5,20,0.94630176609651,0.650484271068417,0.00586502855372767,0.0353158968348279
"70_7","prot_2mer","HA","H10N8","gini",25,20,0.937817827840356,0.618109081742548,0.0118775787127918,0.0680591847766486
"70_7","prot_2mer","HA","H10N8","gini",45,20,0.934523710193297,0.609838814987166,0.0143675970794185,0.0717864019104317
"70_7","prot_2mer","HA","H16N3","gini",5,20,0.94798929648578,0.658234216253445,0.00767281960106617,0.0397031353107163
"70_7","prot_2mer","HA","H16N3","gini",25,20,0.945625225006971,0.653945461413503,0.00885666174375454,0.0496226847696916
"70_7","prot_2mer","HA","H16N3","gini",45,20,0.94231551648071,0.64443099530397,0.0101245697740938,0.0384081939801035
"70_7","prot_2mer","HA","H3N8","gini",5,20,0.948059944533496,0.679285894990451,0.00917685537286683,0.0600995510838498
"70_7","prot_2mer","HA","H3N8","gini",25,20,0.940498180800448,0.651882740607901,0.00898173535637426,0.053618164747543
"70_7","prot_2mer","HA","H3N8","gini",45,20,0.93747423860774,0.641769272934488,0.0100994602289161,0.0544313961765477
"70_7","prot_2mer","HA","H4N6","gini",5,20,0.94411224890194,0.65644303979889,0.0124965589037995,0.0656074431384256
"70_7","prot_2mer","HA","H4N6","gini",25,20,0.937565662063466,0.631767097372036,0.0152442478608141,0.0694910688021057
"70_7","prot_2mer","HA","H4N6","gini",45,20,0.935551814488057,0.634369349027607,0.0139603348870263,0.0586585645334816
"70_7","prot_2mer","HA","H4N8","gini",5,20,0.947939004851378,0.661382235464048,0.0119647689232629,0.0556194427264394
"70_7","prot_2mer","HA","H4N8","gini",25,20,0.944154258120175,0.652138223925196,0.0108032990879248,0.0563202088330508
"70_7","prot_2mer","HA","H4N8","gini",45,20,0.939892216508129,0.644210008809173,0.0148683481461987,0.0662081783624772
"70_7","prot_2mer","HA","H5N1","gini",5,20,0.958897243107769,0.703801289997379,0.00722048134881601,0.0554780378923582
"70_7","prot_2mer","HA","H5N1","gini",25,20,0.953383458646617,0.680087114269304,0.00677155693539162,0.0387745076427077
"70_7","prot_2mer","HA","H5N1","gini",45,20,0.951378446115288,0.675831443331979,0.0114303300761818,0.0601709666261674
"70_7","prot_2mer","HA","H5N6","gini",5,20,0.944682954476029,0.651833062496996,0.00391257762221276,0.0274395225284516
"70_7","prot_2mer","HA","H5N6","gini",25,20,0.940420912863983,0.64021865302189,0.00741890774874207,0.0518509504505134
"70_7","prot_2mer","HA","H5N6","gini",45,20,0.930965742074311,0.60926044898489,0.00879182184206323,0.0415360581928979
"70_7","prot_2mer","HA","H7N3","gini",5,20,0.946097138993313,0.646635766336623,0.010144094958584,0.0531244180711981
"70_7","prot_2mer","HA","H7N3","gini",25,20,0.942098379672709,0.634508218557948,0.0152049365372624,0.0741555345645725
"70_7","prot_2mer","HA","H7N3","gini",45,20,0.939602120321088,0.631675066838716,0.0140436553958272,0.059068630938187
"70_7","prot_2mer","HA","H7N4","gini",5,20,0.947410546514542,0.664043667978084,0.00762946905045768,0.0490462550384991
"70_7","prot_2mer","HA","H7N4","gini",25,20,0.94215539308741,0.646402666072883,0.0149033048898202,0.0761860701741037
"70_7","prot_2mer","HA","H7N4","gini",45,20,0.93976646890456,0.638185281934331,0.0141082639150248,0.0675217843568263
"70_7","prot_2mer","HA","H7N7","gini",5,20,0.953117457105642,0.702292612328117,0.010947391898982,0.0533924164149394
"70_7","prot_2mer","HA","H7N7","gini",25,20,0.946486846367207,0.678522784146641,0.0132664575958328,0.0659105160134423
"70_7","prot_2mer","HA","H7N7","gini",45,20,0.94316368747913,0.666180689469851,0.00940072921785406,0.0449412807616267
"70_7","prot_2mer","HA","H7N9","gini",5,20,0.970978968414804,0.320147715833094,0.00665098853794214,0.0757746746956711
"70_7","prot_2mer","HA","H7N9","gini",25,20,0.970973599107109,0.371595381341617,0.00559703225406268,0.0625223018263673
"70_7","prot_2mer","HA","H7N9","gini",45,20,0.965789553392879,0.305171317548348,0.00617010821811846,0.0537047318561245
"70_7","prot_2mer","HA","H8N4","gini",5,20,0.951893320529068,0.676701460769373,0.0121664469273353,0.0849634614020049
"70_7","prot_2mer","HA","H8N4","gini",25,20,0.943878881620894,0.643364215290927,0.0141521192334642,0.082293070054005
"70_7","prot_2mer","HA","H8N4","gini",45,20,0.938224048404321,0.624129014929267,0.0136448133991704,0.0752959521317476
"70_7","prot_2mer","HA","H9N2","gini",5,20,0.954753990994679,0.708753213781047,0.00126803871769497,0.0326640346980376
"70_7","prot_2mer","HA","H9N2","gini",25,20,0.953604584527221,0.711793676868014,0.00429256581734195,0.0310922529864185
"70_7","prot_2mer","HA","H9N2","gini",45,20,0.951315595579206,0.700862947362576,0.00353641924113855,0.027065494376883
"70_7","prot_ctdc","HA","H10N8","gini",5,6,0.948656932276457,0.646900051111009,0.00562375873422932,0.0303478760965152
"70_7","prot_ctdc","HA","H10N8","gini",25,6,0.946772354331804,0.647650145965575,0.00591712760809317,0.0348743331652003
"70_7","prot_ctdc","HA","H10N8","gini",45,6,0.940652482269504,0.625313678695813,0.00988080946400083,0.0452596886917735
"70_7","prot_ctdc","HA","H16N3","gini",5,6,0.949880554725818,0.662295299199475,0.00981367814291984,0.0536197072337495
"70_7","prot_ctdc","HA","H16N3","gini",25,6,0.95035561407058,0.668581199709304,0.00601576977034445,0.0333109641199693
"70_7","prot_ctdc","HA","H16N3","gini",45,6,0.948937174354268,0.664271756764533,0.00427888513689176,0.0330215800811553
"70_7","prot_ctdc","HA","H3N8","gini",5,6,0.948057400198458,0.660952141592647,0.00970502906995784,0.0776383414057809
"70_7","prot_ctdc","HA","H3N8","gini",25,6,0.950080146553698,0.679960173411713,0.0104341897187418,0.0690514114917361
"70_7","prot_ctdc","HA","H3N8","gini",45,6,0.950081418721217,0.689432807425808,0.0119825977936224,0.0708564526940234
"70_7","prot_ctdc","HA","H4N6","gini",5,6,0.946124830702632,0.659187650775565,0.0143055389597156,0.0851283573206818
"70_7","prot_ctdc","HA","H4N6","gini",25,6,0.943104692226877,0.653088174188526,0.0165607143078634,0.0885939780038404
"70_7","prot_ctdc","HA","H4N6","gini",45,6,0.941594622989,0.650921839391642,0.0170112667536758,0.0842617875855741
"70_7","prot_ctdc","HA","H4N8","gini",5,6,0.951246456701736,0.670072624077272,0.0153475377070203,0.071751617652286
"70_7","prot_ctdc","HA","H4N8","gini",25,6,0.946987776321244,0.651394866115441,0.0191693530291857,0.0895859701051815
"70_7","prot_ctdc","HA","H4N8","gini",45,6,0.947936764030341,0.661212665047693,0.0143346168555466,0.0652233528455055
"70_7","prot_ctdc","HA","H5N1","gini",5,6,0.960401002506266,0.703891018009973,0.00543345448337817,0.0487602778059518
"70_7","prot_ctdc","HA","H5N1","gini",25,6,0.958897243107769,0.698092384714662,0.00653554125834852,0.0527036550284751
"70_7","prot_ctdc","HA","H5N1","gini",45,6,0.957393483709273,0.692471638319903,0.00772482957765535,0.057636616682009
"70_7","prot_ctdc","HA","H5N6","gini",5,6,0.939952570697375,0.600013822700494,0.00701398866876173,0.0503484645453503
"70_7","prot_ctdc","HA","H5N6","gini",25,6,0.942311055978458,0.630046487060405,0.00688075341141821,0.0541631866053191
"70_7","prot_ctdc","HA","H5N6","gini",45,6,0.9385296599089,0.615686037675245,0.00609378076399103,0.0491932061916329
"70_7","prot_ctdc","HA","H7N3","gini",5,6,0.954583435689384,0.681257267980888,0.00821257740372077,0.0515347624446916
"70_7","prot_ctdc","HA","H7N3","gini",25,6,0.949587170134366,0.661366918219118,0.0112952247116451,0.0625385450219599
"70_7","prot_ctdc","HA","H7N3","gini",45,6,0.944597126586519,0.640848701412225,0.0130935692647678,0.0669750399473499
"70_7","prot_ctdc","HA","H7N4","gini",5,6,0.948364053045056,0.652315337242698,0.0128696237064197,0.0863815991084716
"70_7","prot_ctdc","HA","H7N4","gini",25,6,0.946455892576594,0.651968848802059,0.00892493381519591,0.0601637282402015
"70_7","prot_ctdc","HA","H7N4","gini",45,6,0.940716522259006,0.628176779415998,0.00860165668674373,0.0579752569509952
"70_7","prot_ctdc","HA","H7N7","gini",5,6,0.952641271990086,0.686280593512552,0.0106460403794951,0.0599414895446689
"70_7","prot_ctdc","HA","H7N7","gini",25,6,0.953115205639375,0.700044944540526,0.0141823678029701,0.0713967191872559
"70_7","prot_ctdc","HA","H7N7","gini",45,6,0.951693410014123,0.695515186069028,0.010595111970075,0.0478684081417806
"70_7","prot_ctdc","HA","H7N9","gini",5,6,0.97046084065484,0.266914297081645,0.00695530269342219,0.096736268605438
"70_7","prot_ctdc","HA","H7N9","gini",25,6,0.967868814320194,0.247679697118739,0.00695072556748337,0.0897648240063686
"70_7","prot_ctdc","HA","H7N9","gini",45,6,0.965794922700574,0.25021289853859,0.00689843780810619,0.0905143022990526
"70_7","prot_ctdc","HA","H8N4","gini",5,6,0.950013197839018,0.652054608912972,0.00863270339715743,0.0543015280358236
"70_7","prot_ctdc","HA","H8N4","gini",25,6,0.948125295508274,0.645400185480846,0.0120787632429376,0.0714331033612044
"70_7","prot_ctdc","HA","H8N4","gini",45,6,0.945297316089556,0.635982324214902,0.00984747684397364,0.0554564095834463
"70_7","prot_ctdc","HA","H9N2","gini",5,6,0.953607859189521,0.691061022023651,0.00741948259620208,0.0446492158979388
"70_7","prot_ctdc","HA","H9N2","gini",25,6,0.953033155955792,0.697358229385443,0.00801799242034308,0.0380373849842517
"70_7","prot_ctdc","HA","H9N2","gini",45,6,0.949023331968891,0.680296691191552,0.0135131688524598,0.0595614370827911
"70_7","prot_ctdd","HA","H10N8","gini",5,14,0.945365039632874,0.62131241868043,0.0088330150968884,0.0425130049260734
"70_7","prot_ctdd","HA","H10N8","gini",25,14,0.94064803226255,0.615401825429869,0.0123953769716117,0.0696409301354073
"70_7","prot_ctdd","HA","H10N8","gini",45,14,0.939704630788486,0.615304876013197,0.0110093061849578,0.0583150636555834
"70_7","prot_ctdd","HA","H16N3","gini",5,14,0.949880554725818,0.65179398969717,0.0071831613473079,0.0379839558661378
"70_7","prot_ctdd","HA","H16N3","gini",25,14,0.945625225006971,0.643186184635811,0.00802922379940823,0.0376919037716493
"70_7","prot_ctdd","HA","H16N3","gini",45,14,0.943257797581562,0.634618364535437,0.00857095933756518,0.031551217801448
"70_7","prot_ctdd","HA","H3N8","gini",5,14,0.949571279546091,0.67635896832384,0.00796674657957427,0.0626163413883022
"70_7","prot_ctdd","HA","H3N8","gini",25,14,0.947052387858433,0.671469248844045,0.00870851517266643,0.0575096336454
"70_7","prot_ctdd","HA","H3N8","gini",45,14,0.94553978067832,0.667746177808712,0.00678211225110126,0.0497876510459106
"70_7","prot_ctdd","HA","H4N6","gini",5,14,0.944613495690037,0.649962485703134,0.0124606935351272,0.0603770110075404
"70_7","prot_ctdd","HA","H4N6","gini",25,14,0.943102160677443,0.655374341459532,0.0101661888478977,0.0505473756061022
"70_7","prot_ctdd","HA","H4N6","gini",45,14,0.938066908851563,0.638931757107145,0.00846296114670558,0.042427091877872
"70_7","prot_ctdd","HA","H4N8","gini",5,14,0.946048872306813,0.644425733475858,0.013328196509446,0.0632802850958377
"70_7","prot_ctdd","HA","H4N8","gini",25,14,0.942732457172308,0.6346612700084,0.0160253456595366,0.0661217494268067
"70_7","prot_ctdd","HA","H4N8","gini",45,14,0.941787951105285,0.633921246922832,0.0121491288474764,0.050789774155354
"70_7","prot_ctdd","HA","H5N1","gini",5,14,0.957894736842105,0.693292666641218,0.00838756918831154,0.0592665894347295
"70_7","prot_ctdd","HA","H5N1","gini",25,14,0.955388471177945,0.686089369483378,0.00717685266329643,0.0459996950979764
"70_7","prot_ctdd","HA","H5N1","gini",45,14,0.950877192982456,0.664728887224951,0.00947752902315242,0.0504103629852184
"70_7","prot_ctdd","HA","H5N6","gini",5,14,0.943266755580754,0.630740289349362,0.00365335192522209,0.0246429724544155
"70_7","prot_ctdd","HA","H5N6","gini",25,14,0.94184271381185,0.638162664415023,0.00546084749083403,0.0310907184269471
"70_7","prot_ctdd","HA","H5N6","gini",45,14,0.939951455571812,0.63759194619065,0.00546167165804656,0.0292930705216753
"70_7","prot_ctdd","HA","H7N3","gini",5,14,0.94809589211052,0.646039841156568,0.0069974558509653,0.0468413121620387
"70_7","prot_ctdd","HA","H7N3","gini",25,14,0.942098379672709,0.625594469144949,0.0122577088854833,0.0513442489263886
"70_7","prot_ctdd","HA","H7N3","gini",45,14,0.942597138993313,0.634349365680832,0.0116827277523088,0.0413220045222325
"70_7","prot_ctdd","HA","H7N4","gini",5,14,0.949798312336188,0.663962396498962,0.00818755677451965,0.0605605026557499
"70_7","prot_ctdd","HA","H7N4","gini",25,14,0.946933219545568,0.660690042054796,0.00751001756700528,0.0411014091058078
"70_7","prot_ctdd","HA","H7N4","gini",45,14,0.944072699954024,0.652214884350623,0.00920509762275235,0.0373334717412529
"70_7","prot_ctdd","HA","H7N7","gini",5,14,0.95169115322524,0.685070838602054,0.0118545270242541,0.0558767498235098
"70_7","prot_ctdd","HA","H7N7","gini",25,14,0.947910898781342,0.677982080683456,0.014212782763625,0.0663759624951876
"70_7","prot_ctdd","HA","H7N7","gini",45,14,0.94459559873474,0.664614566392435,0.0145548061716734,0.0668861582796178
"70_7","prot_ctdd","HA","H7N9","gini",5,14,0.970462172549171,0.293725626764662,0.00740253264044696,0.136355057971976
"70_7","prot_ctdd","HA","H7N9","gini",25,14,0.968902399096398,0.308679368803123,0.00403367758461646,0.0655653600969455
"70_7","prot_ctdd","HA","H7N9","gini",45,14,0.968385603230765,0.318033447516751,0.00491597497184378,0.0640244776806173
"70_7","prot_ctdd","HA","H8N4","gini",5,14,0.952371698900355,0.660941168231064,0.00878028626714594,0.060837967733651
"70_7","prot_ctdd","HA","H8N4","gini",25,14,0.94765804215437,0.650554187816341,0.010372729328893,0.056536747889207
"70_7","prot_ctdd","HA","H8N4","gini",45,14,0.94388444675341,0.640191260648425,0.0126736721013574,0.0640224901215154
"70_7","prot_ctdd","HA","H9N2","gini",5,14,0.955901760130986,0.704509210520509,0.00380303248504112,0.0291448895189683
"70_7","prot_ctdd","HA","H9N2","gini",25,14,0.95418256242325,0.706733765888921,0.00283100663839218,0.0303249996559913
"70_7","prot_ctdd","HA","H9N2","gini",45,14,0.951887024150634,0.701132343567426,0.0065583748357567,0.0313631769925201
"70_7","prot_ctdt","HA","H10N8","gini",5,6,0.947713530802392,0.64035759061383,0.00654856290610476,0.03538116434486
"70_7","prot_ctdt","HA","H10N8","gini",25,6,0.940179669030733,0.610199329378205,0.00904556822189746,0.0514943100041868
"70_7","prot_ctdt","HA","H10N8","gini",45,6,0.939236267556668,0.609551492114195,0.00822362722220663,0.0516065946375116
"70_7","prot_ctdt","HA","H16N3","gini",5,6,0.95319249878816,0.673446915095566,0.00610835405356868,0.0425950193322972
"70_7","prot_ctdt","HA","H16N3","gini",25,6,0.947990416896298,0.649927739276049,0.0109622026919265,0.0606156344593183
"70_7","prot_ctdt","HA","H16N3","gini",45,6,0.946091326352542,0.647696622773715,0.0131524721332289,0.0587637591864122
"70_7","prot_ctdt","HA","H3N8","gini",5,6,0.946546065185864,0.652580770261289,0.0102906013175157,0.07160410638065
"70_7","prot_ctdt","HA","H3N8","gini",25,6,0.943518306490599,0.64483906450101,0.0110769357984803,0.075177377842687
"70_7","prot_ctdt","HA","H3N8","gini",45,6,0.943015800320586,0.644322712133742,0.0101698908728482,0.0706423465602493
"70_7","prot_ctdt","HA","H4N6","gini",5,6,0.944109717352506,0.644077270470436,0.0169305412439036,0.093781552331811
"70_7","prot_ctdt","HA","H4N6","gini",25,6,0.944614761464755,0.648552877584275,0.0117986418589694,0.0699686813979063
"70_7","prot_ctdt","HA","H4N6","gini",45,6,0.940084553751123,0.624994379412591,0.0141579589837565,0.0816104352134716
"70_7","prot_ctdt","HA","H4N8","gini",5,6,0.946518324314029,0.643222220693663,0.0105508755721031,0.0657987774654897
"70_7","prot_ctdt","HA","H4N8","gini",25,6,0.945571577425969,0.640677655393902,0.0121966478478328,0.0808405274980519
"70_7","prot_ctdt","HA","H4N8","gini",45,6,0.944147535657065,0.63706341654353,0.0147832929818453,0.0839603416379364
"70_7","prot_ctdt","HA","H5N1","gini",5,6,0.960902255639098,0.713021085125704,0.00699961906955835,0.0554222383824979
"70_7","prot_ctdt","HA","H5N1","gini",25,6,0.958897243107769,0.699589181304691,0.00699961906955838,0.059699476804099
"70_7","prot_ctdt","HA","H5N1","gini",45,6,0.957393483709273,0.693339853345444,0.00468879371776185,0.0462169136258289
"70_7","prot_ctdt","HA","H5N6","gini",5,6,0.947985945824135,0.654222493643233,0.00652792268437852,0.0533959391030554
"70_7","prot_ctdt","HA","H5N6","gini",25,6,0.945618523683681,0.64863563793413,0.00697984480283332,0.0563582463198341
"70_7","prot_ctdt","HA","H5N6","gini",45,6,0.941838242739687,0.632264037244793,0.00727508108121691,0.0524527444757791
"70_7","prot_ctdt","HA","H7N3","gini",5,6,0.950593398344934,0.664873139532497,0.00486937845127945,0.0287944797998563
"70_7","prot_ctdt","HA","H7N3","gini",25,6,0.945103354797087,0.637501916974401,0.00733911097757311,0.0386972236643452
"70_7","prot_ctdt","HA","H7N3","gini",45,6,0.94609589211052,0.644597961836043,0.00848564171660711,0.0392348294856893
"70_7","prot_ctdt","HA","H7N4","gini",5,6,0.949789171414921,0.66100972808875,0.0137204256904963,0.0829469600144065
"70_7","prot_ctdt","HA","H7N4","gini",25,6,0.95075069336681,0.669118355376859,0.0135393551188957,0.0830301759698046
"70_7","prot_ctdt","HA","H7N4","gini",45,6,0.945975139815977,0.653591194157319,0.0115918451017967,0.0623911287244853
"70_7","prot_ctdt","HA","H7N7","gini",5,6,0.951219465719603,0.67967136973356,0.0109837600918537,0.0610106921498684
"70_7","prot_ctdt","HA","H7N7","gini",25,6,0.94932484621035,0.675732565639302,0.0121867298828071,0.0659807330013091
"70_7","prot_ctdt","HA","H7N7","gini",45,6,0.94459110112482,0.654626305391557,0.0138854123563769,0.0766055878425766
"70_7","prot_ctdt","HA","H7N9","gini",5,6,0.966317073963778,0.259195314665508,0.00870735287259839,0.110525483779905
"70_7","prot_ctdt","HA","H7N9","gini",25,6,0.965798939248752,0.255426516713567,0.00859064119796817,0.108343554933639
