"","hzoon","label","subtype","pred"
"487",0.0370375047995182,"nz","H4N6","nz"
"488",0.0368777743672081,"nz","H4N6","nz"
"489",0.036962744555865,"nz","H4N6","nz"
"490",0.0370862433480904,"nz","H4N6","nz"
"491",0.0406753630426619,"nz","H4N6","nz"
"492",0.0375902381734134,"nz","H4N6","nz"
"493",0.0375875764553052,"nz","H4N6","nz"
"494",0.0431530696227603,"nz","H4N6","nz"
"495",0.0369452030158465,"nz","H4N6","nz"
"496",0.0376212679051017,"nz","H4N6","nz"
"497",0.0366949851976625,"nz","H4N6","nz"
"498",0.0367818486785553,"nz","H4N6","nz"
"499",0.0366773808470391,"nz","H4N6","nz"
"500",0.036863554952614,"nz","H4N6","nz"
"501",0.0371483328051848,"nz","H4N6","nz"
"502",0.0367133822103392,"nz","H4N6","nz"
"503",0.0409633729072081,"nz","H4N6","nz"
"504",0.0367855457033222,"nz","H4N6","nz"
"505",0.0457681107743692,"nz","H4N6","nz"
"506",0.0374186793527215,"nz","H4N6","nz"
"507",0.0409623566278355,"nz","H4N6","nz"
"508",0.0367247010121519,"nz","H4N6","nz"
"509",0.0384960187236399,"nz","H4N6","nz"
"510",0.0384013235307445,"nz","H4N6","nz"
"511",0.0434257371237247,"nz","H4N6","nz"
"512",0.0400226565111457,"nz","H4N6","nz"
"513",0.0404050058321282,"nz","H4N6","nz"
"514",0.0377053877006229,"nz","H4N6","nz"
"515",0.0377053848222341,"nz","H4N6","nz"
"516",0.038475029211069,"nz","H4N6","nz"
"517",0.0383813718739275,"nz","H4N6","nz"
"518",0.0367386841153404,"nz","H4N6","nz"
"519",0.0375747879120646,"nz","H4N6","nz"
"520",0.037737066651614,"nz","H4N6","nz"
"521",0.0379452881295375,"nz","H4N6","nz"
"522",0.0393923410342046,"nz","H4N6","nz"
"523",0.036908199825309,"nz","H4N6","nz"
"524",0.038780272677047,"nz","H4N6","nz"
"525",0.0376078686195717,"nz","H4N6","nz"
"526",0.0365249290807029,"nz","H4N6","nz"
"527",0.0370247898575266,"nz","H4N6","nz"
"528",0.0370247888924257,"nz","H4N6","nz"
"529",0.0397404385524979,"nz","H4N6","nz"
"530",0.0393599726411901,"nz","H4N6","nz"
"531",0.038184981345902,"nz","H4N6","nz"
"532",0.0408133281555659,"nz","H4N6","nz"
"533",0.0367337805103377,"nz","H4N6","nz"
"534",0.0380571350783705,"nz","H4N6","nz"
"535",0.0457084434844433,"nz","H4N6","nz"
"536",0.0373094614963861,"nz","H4N6","nz"
"537",0.0423442067197974,"nz","H4N6","nz"
"538",0.037936930715985,"nz","H4N6","nz"
"539",0.0373461068277483,"nz","H4N6","nz"
"540",0.0371329427045809,"nz","H4N6","nz"
"541",0.0387385916188813,"nz","H4N6","nz"
"542",0.0372753425110255,"nz","H4N6","nz"
"543",0.0373452472108408,"nz","H4N6","nz"
"544",0.0369344672413315,"nz","H4N6","nz"
"545",0.0383506182150678,"nz","H4N6","nz"
"546",0.0366667571951307,"nz","H4N6","nz"
"547",0.040061487834791,"nz","H4N6","nz"
"548",0.0413943979641059,"nz","H4N6","nz"
"549",0.0370827340600005,"nz","H4N6","nz"
"550",0.0387526799739635,"nz","H4N6","nz"
"551",0.038478094492199,"nz","H4N6","nz"
"552",0.0512993751090627,"nz","H4N6","nz"
"553",0.0405097431172901,"nz","H4N6","nz"
"554",0.0414639983154381,"nz","H4N6","nz"
